population,median_income,total_housing_units,state_code,county_code,year
492734,98290,184074,36,085,2023
338936,110631,108576,36,087,2023
107796,61900,51884,36,089,2023
237075,99653,111127,36,091,2023
159603,76989,71051,36,093,2023
29979,71188,16544,36,095,2023
17749,65625,9691,36,097,2023
33125,66007,16148,36,099,2023
93034,64740,47565,36,101,2023
1525680,128329,579790,36,103,2023
79147,69826,49667,36,105,2023
48106,71791,21966,36,107,2023
102879,73012,47362,36,109,2023
182109,81804,86178,36,111,2023
65560,78239,40177,36,113,2023
60883,72342,29111,36,115,2023
91128,73914,42375,36,117,2023
996888,118411,391861,36,119,2023
39980,68913,18204,36,121,2023
24637,67521,13143,36,123,2023
174286,64445,75456,37,001,2023
36440,65268,16126,37,003,2023
11075,44272,7752,37,005,2023
21903,44245,9932,37,007,2023
26831,50827,17111,37,009,2023
17643,57657,14051,37,011,2023
44597,57997,24385,37,013,2023
17482,45931,8988,37,015,2023
29591,44528,15272,37,017,2023
145889,74034,93977,37,019,2023
271790,70578,132191,37,021,2023
87863,55684,40058,37,023,2023
231262,86084,91339,37,025,2023
80618,55401,37231,37,027,2023
10743,87781,4226,37,029,2023
68652,70235,51615,37,031,2023
22689,59407,10490,37,033,2023
162051,64544,72028,37,035,2023
78319,88534,35013,37,037,2023
29197,51496,18182,37,039,2023
13814,56982,7169,37,041,2023
11391,53645,7410,37,043,2023
100170,55769,43999,37,045,2023
50453,48184,23560,37,047,2023
101074,64635,47404,37,049,2023
336749,58780,143184,37,051,2023
29612,91548,16636,37,053,2023
37534,81214,34839,37,055,2023
171063,62426,75615,37,057,2023
43526,73234,19079,37,059,2023
49053,51880,23823,37,061,2023
329405,79501,149150,37,063,2023
48777,48480,23258,37,065,2023
386740,65541,173220,37,067,2023
71962,71386,30790,37,069,2023
231485,65472,100109,37,071,2023
10437,61612,4809,37,073,2023
8041,49038,5244,37,075,2023
61439,70975,24582,37,077,2023
20421,50904,7909,37,079,2023
542987,66027,235833,37,081,2023
48219,45071,24849,37,083,2023
136503,69012,54051,37,085,2023
62432,61001,35307,37,087,2023
117387,67623,57338,37,089,2023
20492,47472,9831,37,091,2023
53102,60095,20583,37,093,2023
4625,47338,3168,37,095,2023
191800,78678,81785,37,097,2023
43089,53479,27385,37,099,2023
226623,79838,88314,37,101,2023
9245,55659,4675,37,103,2023
64565,63060,26854,37,105,2023
54917,44795,26767,37,107,2023
90359,78490,38589,37,109,2023
44679,55527,21475,37,111,2023
37533,53298,27070,37,113,2023
21640,58628,11201,37,115,2023
21773,46793,11100,37,117,2023
1130906,83765,491721,37,119,2023
14973,58089,8673,37,121,2023
25874,55849,14930,37,123,2023
102840,82837,49419,37,125,2023
95451,60704,43537,37,127,2023
231214,72892,117236,37,129,2023
17212,47935,10620,37,131,2023
208537,64568,85917,37,133,2023
147292,88553,62127,37,135,2023
12315,61624,7239,37,137,2023
40830,63912,17565,37,139,2023
63475,76838,31007,37,141,2023
13146,61224,6918,37,143,2023
39275,64927,18482,37,145,2023
172279,58851,81656,37,147,2023
19689,61005,10949,37,149,2023
145322,59047,62544,37,151,2023
42818,43626,19840,37,153,2023
116858,40318,48874,37,155,2023
91585,55796,43685,37,157,2023
148487,63196,64263,37,159,2023
64850,49771,32682,37,161,2023
59245,53159,25739,37,163,2023
34353,43500,14421,37,165,2023
63557,61631,28292,37,167,2023
44889,60039,21353,37,169,2023
71407,56095,33609,37,171,2023
14065,55429,8529,37,173,2023
33243,64523,19147,37,175,2023
3376,43952,2004,37,177,2023
244975,99243,86730,37,179,2023
42361,46943,19423,37,181,2023
1151009,101763,481999,37,183,2023
18751,45279,11543,37,185,2023
10905,41750,6045,37,187,2023
54607,51367,33028,37,189,2023
117606,58082,53134,37,191,2023
65983,50438,31744,37,193,2023
78648,51381,36702,37,195,2023
37419,60321,17165,37,197,2023
18676,54961,11317,37,199,2023
2179,55417,1336,38,001,2023
10794,70230,5706,38,003,2023
5861,68049,2544,38,005,2023
948,81250,527,38,007,2023
6390,83460,3972,38,009,2023
2935,83773,1637,38,011,2023
2163,96339,1403,38,013,2023
98986,84948,43387,38,015,2023
189286,75023,87497,38,017,2023
3663,67064,2115,38,019,2023
4959,63125,2386,38,021,2023
2174,89297,1373,38,023,2023
4043,94688,2116,38,025,2023
2319,55389,1338,38,027,2023
3269,67368,2049,38,029,2023
3372,83412,1782,38,031,2023
1679,76528,906,38,033,2023
72764,68450,33736,38,035,2023
2276,56750,1642,38,037,2023
2340,64737,1353,38,039,2023
2453,70827,1438,38,041,2023
2374,61850,1651,38,043,2023
4107,70263,2074,38,045,2023
1848,61339,1068,38,047,2023
5264,80614,2832,38,049,2023
2512,64236,1701,38,051,2023
14280,88289,7691,38,053,2023
9807,81847,5794,38,055,2023
8341,79405,4657,38,057,2023
33479,79483,15334,38,059,2023
9567,81292,5073,38,061,2023
3015,68051,1798,38,063,2023
1821,76953,912,38,065,2023
6787,66884,3517,38,067,2023
3961,63214,2077,38,069,2023
11563,61319,5875,38,071,2023
5662,74521,2538,38,073,2023
2277,76311,1312,38,075,2023
16550,72524,7552,38,077,2023
12065,57355,4601,38,079,2023
3822,77697,1997,38,081,2023
1327,67361,824,38,083,2023
3789,41676,1276,38,085,2023
795,62500,458,38,087,2023
33116,80744,15455,38,089,2023
1731,80313,1120,38,091,2023
21525,60172,10397,38,093,2023
2113,63017,1263,38,095,2023
7980,88289,3656,38,097,2023
10488,69976,5207,38,099,2023
69232,79273,32372,38,101,2023
3942,61346,2250,38,103,2023
39368,90224,20291,38,105,2023
27510,49521,12737,39,001,2023
101685,62001,44697,39,003,2023
52296,64991,22517,39,005,2023
97343,55507,46362,39,007,2023
61573,53837,26466,39,009,2023
46209,76454,20034,39,011,2023
65982,58411,31599,39,013,2023
43710,69990,19460,39,015,2023
389910,81194,154777,39,017,2023
26731,64675,13391,39,019,2023
38772,74239,16904,39,021,2023
135445,60846,61092,39,023,2023
209862,83178,87534,39,025,2023
42014,68125,17966,39,027,2023
101203,58474,46133,39,029,2023
36679,54687,16321,39,031,2023
41767,55477,19844,39,033,2023
1249418,62823,615513,39,035,2023
51655,64654,22643,39,037,2023
38258,73615,16570,39,039,2023
221160,130088,84215,39,041,2023
74938,68431,38400,39,043,2023
161289,87069,63397,39,045,2023
28880,60047,12694,39,047,2023
1321635,73795,588892,39,049,2023
42434,72866,17708,39,051,2023
29162,56455,13454,39,053,2023
95479,100783,37617,39,055,2023
168531,85218,71925,39,057,2023
38283,55756,19024,39,059,2023
827878,70816,380414,39,061,2023
74885,69699,33871,39,063,2023
30527,58001,12921,39,065,2023
14408,53851,7397,39,067,2023
27581,79267,12053,39,069,2023
43403,62008,19005,39,071,2023
27938,61366,13014,39,073,2023
44312,74774,14560,39,075,2023
58412,65972,25575,39,077,2023
32588,58409,14490,39,079,2023
64855,56983,31118,39,081,2023
62888,73988,26038,39,083,2023
232101,77952,105877,39,085,2023
57385,54842,26538,39,087,2023
180311,81033,73021,39,089,2023
46140,69183,23797,39,091,2023
314588,70693,135584,39,093,2023
428748,60095,200764,39,095,2023
44126,83229,16361,39,097,2023
227063,55576,108077,39,099,2023
65145,57306,27381,39,101,2023
183049,92660,75705,39,103,2023
22072,46701,10669,39,105,2023
42438,78036,18023,39,107,2023
109549,74175,47028,39,109,2023
13308,58962,7147,39,111,2023
535528,64403,252475,39,113,2023
13758,55971,7311,39,115,2023
35214,71047,14615,39,117,2023
86382,59203,38343,39,119,2023
14252,55360,5797,39,121,2023
40161,75728,28762,39,123,2023
18800,68167,8533,39,125,2023
35474,64737,15021,39,127,2023
59407,72927,22591,39,129,2023
27080,49552,12071,39,131,2023
161421,72822,71040,39,133,2023
40802,71237,18106,39,135,2023
34352,82785,13870,39,137,2023
125138,57649,54616,39,139,2023
76748,59819,32042,39,141,2023
58770,62500,26475,39,143,2023
73118,49571,33153,39,145,2023
54861,65020,23968,39,147,2023
48007,72822,20113,39,149,2023
373764,65740,167525,39,151,2023
538087,71016,247239,39,153,2023
201367,55088,94510,39,155,2023
92585,64494,40840,39,157,2023
65293,109506,24298,39,159,2023
28824,65344,12574,39,161,2023
12686,53813,5937,39,163,2023
246364,107843,94910,39,165,2023
59318,61355,27979,39,167,2023
116618,71769,46804,39,169,2023
36862,61834,16574,39,171,2023
131795,73124,57282,39,173,2023
21699,71878,9885,39,175,2023
19595,48028,8123,40,001,2023
5685,67870,2480,40,003,2023
14255,52034,6015,40,005,2023
5041,64266,2467,40,007,2023
22202,52323,10120,40,009,2023
8603,59304,4590,40,011,2023
47237,54280,20605,40,013,2023
26626,52817,11577,40,015,2023
162621,85427,60990,40,017,2023
48255,58856,21619,40,019,2023
47621,53668,22273,40,021,2023
14299,45456,7115,40,023,2023
2247,57204,1368,40,025,2023
297545,74446,123193,40,027,2023
5275,48162,2581,40,029,2023
121699,59000,52647,40,031,2023
5475,60313,2707,40,033,2023
14215,50182,6382,40,035,2023
72353,61849,31387,40,037,2023
28332,57562,12946,40,039,2023
41017,55114,24282,40,041,2023
4433,60550,2195,40,043,2023
3717,56992,2125,40,045,2023
62322,67302,27782,40,047,2023
25779,57127,12073,40,049,2023
55868,75730,23332,40,051,2023
4137,61824,2175,40,053,2023
5498,60183,2614,40,055,2023
2452,54286,1358,40,057,2023
3231,59191,1714,40,059,2023
11667,49930,5675,40,061,2023
13411,47923,5782,40,063,2023
24730,61497,12046,40,065,2023
5377,48750,2742,40,067,2023
10334,50911,4710,40,069,2023
43731,56673,20923,40,071,2023
15288,70617,6426,40,073,2023
8458,42063,4684,40,075,2023
9495,41048,4682,40,077,2023
48728,50027,21168,40,079,2023
33917,59425,14516,40,081,2023
50905,82735,19362,40,083,2023
10196,62940,4724,40,085,2023
43779,84778,17125,40,087,2023
30825,50175,14019,40,089,2023
19237,46203,11877,40,091,2023
7656,69229,3713,40,093,2023
15628,56495,8817,40,095,2023
39406,57279,18365,40,097,2023
13807,61904,6546,40,099,2023
66471,51999,29363,40,101,2023
10909,70071,5067,40,103,2023
9392,52679,4383,40,105,2023
11304,45441,4779,40,107,2023
800487,65374,356997,40,109,2023
36922,53123,16708,40,111,2023
45963,60482,19801,40,113,2023
30360,48656,13695,40,115,2023
15689,57551,7337,40,117,2023
82290,48937,36900,40,119,2023
43629,54787,22204,40,121,2023
38158,62564,17483,40,123,2023
73011,60828,30163,40,125,2023
10787,44634,5694,40,127,2023
3378,62721,1850,40,129,2023
97235,77688,38706,40,131,2023
23550,46191,10789,40,133,2023
39676,49795,18254,40,135,2023
43314,60236,20311,40,137,2023
20880,59275,8462,40,139,2023
6967,47445,3776,40,141,2023
673708,67317,295318,40,143,2023
84339,78520,33531,40,145,2023
52895,61205,23745,40,147,2023
10857,61980,5131,40,149,2023
8619,50512,4463,40,151,2023
20260,65060,9389,40,153,2023
16796,57844,8687,41,001,2023
96359,76011,40565,41,003,2023
422308,100360,172599,41,005,2023
41343,68705,23251,41,007,2023
53178,86359,21980,41,009,2023
64832,60313,31698,41,011,2023
25651,81675,11524,41,013,2023
23463,64769,13123,41,015,2023
203026,87640,97064,41,017,2023
111807,58983,50257,41,019,2023
2002,64219,1111,41,021,2023
7238,59800,4147,41,023,2023
7515,48338,3718,41,025,2023
23958,82095,10210,41,027,2023
222563,71443,97083,41,029,2023
24973,73051,10455,41,031,2023
88069,59097,39217,41,033,2023
69812,59353,33004,41,035,2023
8254,61222,4223,41,037,2023
382628,69311,168316,41,039,2023
50632,61314,32373,41,041,2023
129794,73396,52740,41,043,2023
31701,49902,11678,41,045,2023
346532,74624,130600,41,047,2023
12249,70217,4813,41,049,2023
803863,86247,367704,41,051,2023
88553,81318,34446,41,053,2023
1908,59500,979,41,055,2023
27471,66551,19093,41,057,2023
80087,68958,31693,41,059,2023
26192,64212,11786,41,061,2023
7532,65559,4334,41,063,2023
26603,63602,12102,41,065,2023
600266,104434,240409,41,067,2023
1434,51250,905,41,069,2023
108122,87084,40744,41,071,2023
105183,81071,43377,42,001,2023
1240476,76393,604558,42,003,2023
65069,64295,32164,42,005,2023
166993,70156,79159,42,007,2023
47503,60302,23568,42,009,2023
429989,77684,171147,42,011,2023
121854,60594,55788,42,013,2023
59971,62482,29421,42,015,2023
645993,111951,256416,42,017,2023
195870,86775,86399,42,019,2023
132355,56292,64494,42,021,2023
4475,47681,3933,42,023,2023
65191,67877,34299,42,025,2023
158041,72748,66023,42,027,2023
540896,123041,210730,42,029,2023
37297,60668,18878,42,031,2023
78902,60181,38160,42,033,2023
37707,58842,18640,42,035,2023
65055,61992,29775,42,037,2023
83189,60254,42188,42,039,2023
264422,85634,110265,42,041,2023
287484,74159,127259,42,043,2023
576195,88576,229390,42,045,2023
30703,64103,16876,42,047,2023
269544,61476,120019,42,049,2023
126967,56093,62060,42,051,2023
6785,50061,6969,42,053,2023
156626,74946,66787,42,055,2023
14545,64798,7129,42,057,2023
35265,66870,16182,42,059,2023
43844,65429,20932,42,061,2023
83213,58739,37672,42,063,2023
44099,56898,22053,42,065,2023
23419,63923,10502,42,067,2023
215834,64691,100013,42,069,2023
555151,83703,217863,42,071,2023
85423,60779,39597,42,073,2023
143592,76350,59582,42,075,2023
375408,77493,150547,42,077,2023
325978,62321,151012,42,079,2023
113570,64412,52692,42,081,2023
40149,61705,19493,42,083,2023
109852,60614,50884,42,085,2023
46074,61415,21425,42,087,2023
167784,82374,79458,42,089,2023
861225,111521,348696,42,091,2023
18079,72926,8117,42,093,2023
315927,86687,128612,42,095,2023
90925,57948,43395,42,097,2023
45988,78824,20010,42,099,2023
1582432,60698,739725,42,101,2023
59691,79318,39948,42,103,2023
16276,59840,12375,42,105,2023
143259,66901,67292,42,107,2023
39711,68435,16033,42,109,2023
73255,59378,37800,42,111,2023
5849,64758,5601,42,113,2023
38349,66930,21335,42,115,2023
41078,62932,21542,42,117,2023
42570,72894,16158,42,119,2023
50096,61626,26203,42,121,2023
38174,59013,21641,42,123,2023
209778,77487,97476,42,125,2023
51189,62182,32054,42,127,2023
353345,72468,168406,42,129,2023
26075,70268,12858,42,131,2023
459312,82238,188608,42,133,2023
50568,110926,21557,44,001,2023
170658,91278,76319,44,003,2023
85095,100859,43554,44,005,2023
658977,78204,277117,44,007,2023
130073,102478,66068,44,009,2023
24352,52112,11718,45,001,2023
171949,67940,78715,45,003,2023
7738,31603,4055,45,005,2023
207218,64683,91008,45,007,2023
13164,43206,6598,45,009,2023
20565,41800,9901,45,011,2023
192123,84819,101177,45,013,2023
238723,82327,97512,45,015,2023
14150,56690,7061,45,017,2023
414711,84320,206299,45,019,2023
56299,49047,24945,45,021,2023
32177,51216,14717,45,023,2023
43575,47620,20655,45,025,2023
31037,48887,16009,45,027,2023
38623,48779,19994,45,029,2023
62754,47419,29645,45,031,2023
28031,44038,12879,45,033,2023
164322,76896,66435,45,035,2023
26508,67092,11317,45,037,2023
20741,46972,10957,45,039,2023
136921,56650,61418,45,041,2023
64200,66734,36704,45,043,2023
537575,74624,233254,45,045,2023
69329,50635,31549,45,047,2023
18555,43059,8622,45,049,2023
368937,64623,211686,45,051,2023
30658,63503,13868,45,053,2023
66924,64343,29623,45,055,2023
100905,74751,42696,45,057,2023
67904,55517,31695,45,059,2023
16330,44145,7587,45,061,2023
300370,75014,130874,45,063,2023
9701,55344,5563,45,065,2023
28900,34501,14418,45,067,2023
26285,36293,12059,45,069,2023
38121,59670,18398,45,071,2023
79566,60193,41514,45,073,2023
83531,43214,41420,45,075,2023
132604,59411,57695,45,077,2023
418725,61699,185196,45,079,2023
18958,52957,9420,45,081,2023
338096,64195,141086,45,083,2023
104853,55990,47288,45,085,2023
26990,41200,13508,45,087,2023
30517,43471,14837,45,089,2023
288559,83060,118063,45,091,2023
2573,74130,1227,46,003,2023
19279,63082,8453,46,005,2023
3354,44569,1232,46,007,2023
7024,61275,2823,46,009,2023
34968,67341,15025,46,011,2023
38079,70239,18009,46,013,2023
5261,74043,2371,46,015,2023
1757,47000,577,46,017,2023
10538,67692,4737,46,019,2023
1481,65000,921,46,021,2023
9281,64850,3664,46,023,2023
3876,62885,1609,46,025,2023
15133,58794,6243,46,027,2023
28556,65080,13388,46,029,2023
3859,43750,1360,46,031,2023
8686,81958,5126,46,033,2023
19936,61401,9550,46,035,2023
5460,62270,3434,46,037,2023
4318,79556,2147,46,039,2023
5230,57928,1927,46,041,2023
2823,78125,1354,46,043,2023
4033,77266,1892,46,045,2023
7179,61056,4101,46,047,2023
2137,58000,1080,46,049,2023
7544,73818,3441,46,051,2023
3993,52432,2199,46,053,2023
1708,59231,872,46,055,2023
6288,83194,2831,46,057,2023
3045,72054,1698,46,059,2023
3473,86375,1289,46,061,2023
1092,74766,702,46,063,2023
17732,78981,7957,46,065,2023
7393,74459,3227,46,067,2023
1305,74279,632,46,069,2023
2826,26686,1018,46,071,2023
1845,75417,1001,46,073,2023
1030,64688,478,46,075,2023
5210,70221,2647,46,077,2023
11052,73792,5747,46,079,2023
26574,66766,14545,46,081,2023
68286,96552,27552,46,083,2023
3717,61169,1561,46,085,2023
5732,80847,2467,46,087,2023
2278,62024,1247,46,089,2023
4355,72500,2430,46,091,2023
30297,74161,12648,46,093,2023
2043,51364,779,46,095,2023
2299,72589,1210,46,097,2023
200689,76074,87043,46,099,2023
6371,77500,2752,46,101,2023
13587,34769,3461,46,102,2023
112081,70768,50655,46,103,2023
3058,65455,1729,46,105,2023
2430,71726,1569,46,107,2023
10219,63691,4823,46,109,2023
2370,69870,1134,46,111,2023
6283,73011,2989,46,115,2023
3012,77000,1541,46,117,2023
1481,70250,908,46,119,2023
9293,39148,2885,46,121,2023
5607,58854,2777,46,123,2023
8772,75283,3899,46,125,2023
16916,84137,7438,46,127,2023
5298,62722,2941,46,129,2023
23379,73855,10497,46,135,2023
2410,47333,895,46,137,2023
78175,63171,35570,47,001,2023
51291,62197,20129,47,003,2023
15948,50435,8544,47,005,2023
14905,49655,5895,47,007,2023
137747,74607,60912,47,009,2023
109743,63789,45411,47,011,2023
39568,50260,20370,47,013,2023
14661,58092,6384,47,015,2023
28461,50391,13107,47,017,2023
56462,48435,27982,47,019,2023
41500,82015,17171,47,021,2023
17452,60543,7251,47,023,2023
32221,46587,15437,47,025,2023
7621,44712,3987,47,027,2023
36503,48416,17883,47,029,2023
58940,60656,25187,47,031,2023
13937,59049,6114,47,033,2023
62529,58475,31037,47,035,2023
709846,75664,345026,47,037,2023
11499,46190,6588,47,039,2023
20551,48484,10033,47,041,2023
55197,73223,23198,47,043,2023
36681,54973,16296,47,045,2023
42653,84764,18087,47,047,2023
18948,50865,9228,47,049,2023
43478,61553,19815,47,051,2023
50610,59009,22500,47,053,2023
30442,61476,14104,47,055,2023
23929,51351,11746,47,057,2023
70919,54071,32470,47,059,2023
13665,45573,6213,47,061,2023
64930,52794,27805,47,063,2023
370913,72568,165605,47,065,2023
6790,31995,3667,47,067,2023
25477,46173,10708,47,069,2023
26939,49149,15096,47,071,2023
57446,55278,27299,47,073,2023
17672,43513,8247,47,075,2023
27906,53471,12944,47,077,2023
32345,48540,17044,47,079,2023
25229,57223,10588,47,081,2023
8293,54475,3960,47,083,2023
19074,59333,8868,47,085,2023
11882,41475,5832,47,087,2023
55835,63084,25223,47,089,2023
18073,52152,8755,47,091,2023
487401,71662,214606,47,093,2023
6691,30500,2497,47,095,2023
24933,49205,10697,47,097,2023
44901,53233,18699,47,099,2023
12784,49477,5746,47,101,2023
35617,63115,16124,47,103,2023
56996,80296,25415,47,105,2023
54135,59674,24027,47,107,2023
25933,50714,12278,47,109,2023
25793,56269,10845,47,111,2023
98845,58189,43919,47,113,2023
29010,58103,13837,47,115,2023
35276,70829,14521,47,117,2023
104855,74162,44841,47,119,2023
13076,58395,6164,47,121,2023
47054,56648,21555,47,123,2023
227957,72365,90226,47,125,2023
6611,66687,2996,47,127,2023
21193,57408,8550,47,129,2023
30570,53102,14343,47,131,2023
22807,46159,10368,47,133,2023
8561,50489,4830,47,135,2023
5062,44591,3362,47,137,2023
17702,60227,8856,47,139,2023
81366,56537,35991,47,141,2023
33299,58133,15311,47,143,2023
54403,66218,25560,47,145,2023
74291,78439,29263,47,147,2023
351591,82588,135336,47,149,2023
21969,42679,9851,47,151,2023
16409,52260,6951,47,153,2023
98802,63829,57809,47,155,2023
922195,62337,403144,47,157,2023
20196,62799,8649,47,159,2023
13859,62052,6698,47,161,2023
159693,56802,75917,47,163,2023
200553,86005,81376,47,165,2023
61339,71736,24204,47,167,2023
11805,63190,3866,47,169,2023
17779,50381,8740,47,171,2023
20141,61858,9719,47,173,2023
6293,60281,2915,47,175,2023
41587,54088,18343,47,177,2023
134693,61051,61426,47,179,2023
16251,52824,7205,47,181,2023
32959,49502,15028,47,183,2023
27764,52206,12158,47,185,2023
254609,131202,94418,47,187,2023
153587,94048,60976,47,189,2023
57825,58846,20474,48,001,2023
18518,76902,7063,48,003,2023
86791,58847,36798,48,005,2023
24449,61754,15795,48,007,2023
8734,71958,3920,48,009,2023
1883,68462,888,48,011,2023
50058,69413,19005,48,013,2023
30712,75994,14086,48,015,2023
7044,70625,2786,48,017,2023
21589,69703,11507,48,019,2023
102370,82730,38269,48,021,2023
3464,42313,2170,48,023,2023
31000,56075,10607,48,025,2023
379811,66051,151858,48,027,2023
2037344,70571,807160,48,029,2023
12008,87564,6099,48,031,2023
723,64250,352,48,033,2023
18546,69339,9344,48,035,2023
92321,59295,39791,48,037,2023
381650,95155,146587,48,039,2023
237980,58388,99118,48,041,2023
9464,52612,5955,48,043,2023
1223,41188,901,48,045,2023
6987,31310,3856,48,047,2023
38294,55305,19087,48,049,2023
18327,72888,9485,48,051,2023
51064,77158,24577,48,053,2023
47184,68503,17013,48,055,2023
19921,71870,10743,48,057,2023
14017,68455,6523,48,059,2023
423192,51334,157565,48,061,2023
12652,55061,5795,48,063,2023
5802,84583,2792,48,065,2023
28582,54328,13963,48,067,2023
7328,63485,3026,48,069,2023
49178,108114,18144,48,071,2023
51143,59830,20964,48,073,2023
6772,60333,2935,48,075,2023
10402,77355,5154,48,077,2023
2520,42137,1260,48,079,2023
3315,46431,2147,48,081,2023
7765,52364,4902,48,083,2023
1116601,117588,421938,48,085,2023
2733,60165,1471,48,087,2023
20736,68554,10066,48,089,2023
174552,99015,74484,48,091,2023
13786,59946,6940,48,093,2023
3301,59632,1420,48,095,2023
42473,72472,17841,48,097,2023
83772,68904,29180,48,099,2023
1302,58819,972,48,101,2023
4623,59915,1829,48,103,2023
2881,81739,1739,48,105,2023
5072,52197,2668,48,107,2023
2181,42672,959,48,109,2023
7180,72332,3053,48,111,2023
2603816,74149,1053471,48,113,2023
12311,55789,4892,48,115,2023
18487,54114,6993,48,117,2023
5345,62855,2441,48,119,2023
945644,108185,364120,48,121,2023
19853,64014,9222,48,123,2023
1641,50417,1107,48,125,2023
8507,33409,4012,48,127,2023
3276,56648,1950,48,129,2023
9824,50081,4430,48,131,2023
17846,51741,9391,48,133,2023
163206,71031,67542,48,135,2023
1392,38500,903,48,137,2023
203927,95898,72541,48,139,2023
866275,58859,320812,48,141,2023
43244,65351,18515,48,143,2023
17063,55372,7449,48,145,2023
36525,68377,14743,48,147,2023
24783,76541,13210,48,149,2023
3661,64700,2041,48,151,2023
5294,55461,2601,48,153,2023
1079,42212,602,48,155,2023
859721,113409,293694,48,157,2023
10522,66800,5121,48,159,2023
19813,58460,9101,48,161,2023
18019,60098,6378,48,163,2023
21904,76605,7661,48,165,2023
354721,85348,159379,48,167,2023
5435,50545,2094,48,169,2023
27202,67799,14255,48,171,2023
1070,106806,463,48,173,2023
7096,59556,3541,48,175,2023
19764,59355,8976,48,177,2023
21131,56082,9975,48,179,2023
139988,70455,60366,48,181,2023
124860,64809,53590,48,183,2023
30385,67080,12188,48,185,2023
178368,93776,67366,48,187,2023
32247,52788,13399,48,189,2023
2827,46728,1748,48,191,2023
8320,55339,4356,48,193,2023
5182,68299,2284,48,195,2023
3529,61179,1866,48,197,2023
57126,72532,24686,48,199,2023
4758579,73104,1884607,48,201,2023
69584,66040,29530,48,203,2023
5307,82122,1808,48,205,2023
5390,54044,3084,48,207,2023
256429,85827,99775,48,209,2023
3311,72052,1694,48,211,2023
83658,63955,41352,48,213,2023
880921,52281,302173,48,215,2023
36664,63147,16314,48,217,2023
21455,54810,9209,48,219,2023
64198,86802,28796,48,221,2023
37351,64725,15793,48,223,2023
22042,54563,10833,48,225,2023
33127,71457,13999,48,227,2023
3331,39336,1130,48,229,2023
104917,70112,41973,48,231,2023
20413,65470,10175,48,233,2023
1432,58125,795,48,235,2023
8623,65693,3799,48,237,2023
15081,61752,7021,48,239,2023
32807,49919,16558,48,241,2023
1740,32625,1483,48,243,2023
253939,59934,109351,48,245,2023
4797,42230,1931,48,247,2023
38863,47492,16207,48,249,2023
188820,81826,68594,48,251,2023
19968,63472,7060,48,253,2023
14819,59103,5892,48,255,2023
160718,88606,52744,48,257,2023
46971,110498,18797,48,259,2023
52,-666666666,69,48,261,2023
727,71420,484,48,263,2023
53166,67927,25439,48,265,2023
4355,65703,2825,48,267,2023
189,70192,148,48,269,2023
3140,66341,1548,48,271,2023
30629,57612,13984,48,273,2023
3322,56304,1802,48,275,2023
50421,61122,22744,48,277,2023
12919,56997,5893,48,279,2023
22267,76919,9802,48,281,2023
6946,55469,2307,48,283,2023
20479,61768,10499,48,285,2023
17758,66000,7924,48,287,2023
16067,59975,9018,48,289,2023
97993,64773,34765,48,291,2023
22185,58109,10430,48,293,2023
2964,71442,1505,48,295,2023
11444,53869,5971,48,297,2023
22011,65636,15583,48,299,2023
54,51087,47,48,301,2023
314633,63367,136468,48,303,2023
5667,57411,2527,48,305,2023
7565,51919,4216,48,307,2023
263608,63888,107194,48,309,2023
623,45833,326,48,311,2023
13574,67128,5095,48,313,2023
9631,47447,5609,48,315,2023
5230,77083,2207,48,317,2023
3951,68750,2411,48,319,2023
36274,55174,18871,48,321,2023
57770,51270,20258,48,323,2023
52419,73462,19758,48,325,2023
1964,48191,1309,48,327,2023
171496,93984,71565,48,329,2023
25268,59076,11581,48,331,2023
4499,64494,2614,48,333,2023
8989,56033,3697,48,335,2023
20599,62818,10313,48,337,2023
654722,97266,253801,48,339,2023
21234,61325,8221,48,341,2023
12014,55082,5812,48,343,2023
1267,62857,746,48,345,2023
64897,51528,28995,48,347,2023
53735,59310,21790,48,349,2023
12193,41044,6460,48,351,2023
14565,50160,7129,48,353,2023
352829,66021,153109,48,355,2023
9852,64988,4340,48,357,2023
2097,76402,791,48,359,2023
84993,73372,37681,48,361,2023
28920,64972,15147,48,363,2023
22624,62593,10818,48,365,2023
158079,102099,58786,48,367,2023
9752,68164,3753,48,369,2023
14983,67689,5853,48,371,2023
51780,59066,25677,48,373,2023
116634,50448,49133,48,375,2023
6043,29014,3380,48,377,2023
12505,64874,5858,48,379,2023
143791,80905,61137,48,381,2023
3259,70288,1379,48,383,2023
2821,45417,1829,48,385,2023
11621,46912,6186,48,387,2023
13219,56056,5118,48,389,2023
6693,58016,3328,48,391,2023
785,66118,392,48,393,2023
16973,66250,8559,48,395,2023
116931,124917,41426,48,397,2023
9880,63490,4989,48,399,2023
52613,67506,21258,48,401,2023
9998,59924,7665,48,403,2023
7889,46338,4799,48,405,2023
27983,59526,14487,48,407,2023
69519,67512,29954,48,409,2023
5802,54855,2848,48,411,2023
2426,90141,1290,48,413,2023
16633,62689,6896,48,415,2023
3169,64659,1572,48,417,2023
24108,50436,11530,48,419,2023
2434,74167,1117,48,421,2023
238014,71923,98672,48,423,2023
9510,83382,3967,48,425,2023
65809,38182,23008,48,427,2023
9278,54695,4669,48,429,2023
1389,78750,508,48,431,2023
1244,61250,733,48,433,2023
3306,75000,1740,48,435,2023
6981,39031,3038,48,437,2023
2135743,81905,827874,48,439,2023
144259,66406,61581,48,441,2023
851,46989,663,48,443,2023
